Make,Model,Year,Style,Distance,Engine_capacity,Fuel_type,Transmission,Price
Honda,HR-V,2020,Crossover,14832,1800,Petrol,Automatic,8790
BMW,X3,2021,Crossover,11875,2000,Petrol,Automatic,23000
Volkswagen,Polo,1994,Hatchback,214000,1400,Diesel,Manual,330
Vaz,2121niva,2008,Sedan,87000,1700,Petrol,Manual,700
BMW,5 Series,1995,Sedan,216000,2000,Petrol,Manual,800
Vaz,2106,1992,Sedan,30000,1500,Petrol,Manual,3000
Mercedes,GLS Klass,2018,Crossover,42000,4000,Petrol,Automatic,52999
Volkswagen,Bora,2000,Sedan,316000,1600,Petrol,Manual,4000
GAZ,2410,1989,Sedan,100000,2400,Petrol,Manual,850
Audi,A4,2013,Sedan,114669,2000,Petrol,Automatic,10490
Toyota,Rav 4,2021,Crossover,11034,2500,Hybrid,Automatic,21300
Opel,Astra,1997,Universal,1111111,1600,Petrol,Manual,1350
Volkswagen,Touran,2008,Universal,173000,1400,Petrol,Manual,6550
Ford,Fusion,2019,Sedan,76505,2000,Hybrid,Automatic,9500
Honda,CR-V,2005,Crossover,230000,2200,Diesel,Manual,8300
Mitsubishi,Eclipse Cross,2018,Crossover,43000,1500,Petrol,Automatic,14400
Lincoln,MKZ,2017,Sedan,43000,2000,Petrol,Automatic,14900
Hyundai,H200,2002,Minivan,500000,2499,Diesel,Manual,2000
Dacia,Duster,2012,SUV,163000,1500,Diesel,Manual,8600
Ford,Fiesta,2007,Hatchback,190000,1400,Diesel,Manual,2500
Citroen,Nemo,2010,Combi,204000,1300,Diesel,Manual,3000
Toyota,Camry,2005,Sedan,450000,2400,Metan/Propan,Automatic,5800
Volkswagen,Transporter,2003,Minivan,271854,1900,Diesel,Manual,5550
Chevrolet,Trax,2018,Crossover,33000,1800,Petrol,Automatic,13750
Hyundai,Tucson,2017,Crossover,145000,2000,Diesel,Automatic,19450
Nissan,Qashqai,2012,Crossover,94000,2000,Petrol,Automatic,11650
Mazda,CX-7,2010,SUV,250000,2200,Diesel,Manual,9490
Mercedes,S Class,2000,Sedan,300000,3200,Metan/Propan,Automatic,5500
Mercedes,E Class,2011,Sedan,240000,2200,Diesel,Automatic,12990
Volkswagen,Touareg,2003,SUV,227000,3200,Metan/Propan,Automatic,9000
Mazda,MPV,2004,Minivan,314000,2000,Diesel,Manual,3200
Volkswagen,Passat,2008,Sedan,170000,2000,Petrol,Manual,6700
Honda,Accord,2018,Sedan,32000,1500,Petrol,Automatic,18400
Volvo,S90,2018,Sedan,45000,2000,Diesel,Automatic,37900
Renault,Kadjar,2016,Crossover,143000,1500,Diesel,Automatic,13900
Skoda,Fabia,2010,Minivan,147000,1295,Diesel,Manual,4700
BMW,X1,2016,Crossover,102000,2000,Diesel,Automatic,18900
BMW,X5,2015,SUV,80000,2000,Diesel,Automatic,33900
Mercedes,E Class,2011,Sedan,380000,2200,Diesel,Manual,12800
Chrysler,300c,2006,Sedan,150000,2700,Metan/Propan,Automatic,9000
BMW,5 Series,1997,Sedan,228000,1991,Metan/Propan,Manual,3500
Opel,Kadett,1991,Sedan,100000,1400,Petrol,Manual,11000
Volkswagen,Passat CC,2010,Coupe,230000,2000,Petrol,Automatic,6500
Nissan,Almera,2003,Hatchback,240120,1500,Diesel,Manual,3000
Hyundai,Santa FE,2002,SUV,304000,2000,Diesel,Manual,6000
Ford,Escape,2010,Crossover,450000,2500,Petrol,Automatic,13900
Ford,F-150,2015,Pickup,65000,2700,Metan/Propan,Automatic,25500
Audi,A6,2000,Sedan,230000,2500,Diesel,Manual,5500
Vaz,2106,1996,Sedan,92000,1600,Petrol,Manual,1000
Mercedes,E Class,2007,Sedan,365,2148,Diesel,Automatic,9900
Mazda,6,2006,Sedan,248000,0,Diesel,Manual,4500
Volkswagen,Touran,2004,Microvan,290000,1900,Diesel,Automatic,2000
UAZ,469,1984,SUV,45000,2445,Metan/Propan,Manual,3400
Mercedes,Viano,2004,Minivan,275000,2200,Diesel,Manual,9800
Peugeot,206,2000,Hatchback,300000,1200,Petrol,Manual,2150
Mercedes,C Class,1994,Sedan,111111,200,Metan/Propan,Manual,2500
Vaz,21099,2001,Sedan,20000,1500,Petrol,Manual,12000
Toyota,Yaris,2011,Hatchback,160000,1400,Diesel,Manual,5000
Mercedes,C Class,1996,Sedan,350000,1800,Metan/Propan,Manual,2799
Audi,A6,1995,Sedan,11111,2500,Diesel,Manual,4500
Skoda,Fabia,2005,Universal,180000,1200,Petrol,Manual,2600
Renault,Megane,1997,Hatchback,128085,1600,Petrol,Manual,900
BMW,5 Series,2003,Sedan,370,3000,Diesel,Automatic,2600
Dacia,Dokker,2016,Universal,152000,1500,Diesel,Manual,8300
Volkswagen,Golf,1994,Sedan,260000,100,Petrol,Manual,2000
Honda,CR-V,2013,Crossover,141000,2200,Diesel,Automatic,17950
Mercedes,CLK Class,1998,Sedan,300000,1996,Petrol,Manual,3250
Renault,Megane,2005,Sedan,300,1500,Diesel,Manual,2900
Mercedes,E Class,2011,Sedan,273000,3000,Diesel,Automatic,11200
KIA,Sorento,2013,Crossover,93000,2400,Petrol,Automatic,12300
Mitsubishi,Carisma,1997,Sedan,23530,1600,Metan/Propan,Manual,1900
Renault,Megane,2015,Universal,220000,1500,Diesel,Manual,7500
BMW,5 Series,2006,Sedan,310698,2497,Petrol,Automatic,8700
Hyundai,Santa FE,2016,Crossover,152573,2200,Diesel,Automatic,23000
Opel,Kadett,1991,Universal,20,1300,Petrol,Manual,17000
Skoda,Fabia,2012,Hatchback,150200,1200,Petrol,Manual,4699
Skoda,Fabia,2012,Hatchback,154200,1200,Petrol,Manual,4699
Mercedes,A Class,2004,Sedan,280000,1600,Petrol,Manual,3200
Opel,Combo,2002,Minivan,258741,1700,Diesel,Manual,38000
Audi,A6,2001,Sedan,280,1800,Petrol,Automatic,4000
Ford,Fusion,2013,Sedan,151000,2000,Hybrid,Automatic,11990
Skoda,Superb,2008,Sedan,185000,1800,Petrol,Manual,7990
Audi,A8,2001,Sedan,329000,3328,Diesel,Automatic,7000
Volvo,V60,2015,Universal,230000,2400,Plug-in Hybrid,Automatic,14300
Opel,Vectra,1996,Hatchback,380000,1600,Petrol,Manual,1700
Opel,Zafira,2004,Minivan,300000,1600,Petrol,Manual,2800
Ford,Fusion,2008,Hatchback,213000,1400,Diesel,Manual,4000
BMW,3 Series,2000,Sedan,340000,1800,Petrol,Manual,3300
Toyota,Rav 4,2006,Crossover,215000,2200,Diesel,Manual,6500
Opel,Astra,2010,Hatchback,159000,1600,Metan/Propan,Automatic,6600
BMW,X5,2006,Crossover,268000,3000,Diesel,Automatic,8800
Dacia,Logan Mcv,2011,Microvan,190680,1500,Diesel,Manual,5399
Volkswagen,Caddy,2014,Minivan,186270,200,Metan/Propan,Manual,9200
BMW,3 Series,1995,Sedan,355464,1596,Petrol,Manual,1300
Volkswagen,Passat,2010,Universal,220000,1400,Metan/Propan,Automatic,6500
Renault,Laguna,2013,Hatchback,270000,1500,Diesel,Manual,6000
Volkswagen,Golf,2011,Universal,179150,1200,Petrol,Manual,6500
Mercedes,Series (W123),1983,SUV,99999,200,Diesel,Manual,1600
Volkswagen,Touran,2004,Minivan,147000,1600,Petrol,Manual,5000
Honda,CR-V,2011,Crossover,185,2200,Diesel,Automatic,7499
Lexus,CT Series,2015,Sedan,146525,1798,Petrol,Automatic,13500
Volkswagen,Bora,2000,Sedan,316000,1600,Petrol,Manual,4000
Mazda,CX-3,2015,SUV,115000,1500,Diesel,Manual,12300
Citroen,C5,2011,Sedan,186000,1600,Diesel,Manual,7200
BMW,5 Series,1997,Sedan,332000,2494,Petrol,Manual,3500
Toyota,Avensis,2002,Sedan,312000,1999,Diesel,Manual,4500
BMW,X5,2006,Crossover,200000,4800,Metan/Propan,Automatic,14000
Toyota,Carina,1992,Sedan,407000,1600,Petrol,Manual,1800
Mercedes,C Class,1994,Sedan,430000,1800,Metan/Propan,Automatic,2800
Renault,Trafic,2008,Microvan,350573,1998,Diesel,Manual,6555
Hyundai,ix35,2015,Crossover,198000,2000,Diesel,Automatic,14350
Cadillac,Escalade,2011,SUV,238000,6200,Metan/Propan,Automatic,15000
Mercedes,B Class,2015,Hatchback,4,1500,Diesel,Automatic,13800
BMW,5 Series,2002,Sedan,250000,2200,Metan/Propan,Manual,3500
Lexus,IS Series,1999,Sedan,282320,2000,Petrol,Automatic,5000
BMW,5 Series,2000,Sedan,315000,2500,Diesel,Manual,5400
Ford,Scorpio,1996,Sedan,280000,1998,Metan/Propan,Manual,1300
Volkswagen,Transporter,2000,Hatchback,334000,1900,Diesel,Manual,4900
Seat,Ibiza,1991,Hatchback,55555,1200,Petrol,Manual,600
Rover,75,2000,Sedan,173000,1800,Metan/Propan,Automatic,1500
Mercedes,C Class,2017,Sedan,23900,2000,Petrol,Automatic,21000
BMW,3 Series,2017,Universal,123000,2000,Diesel,Automatic,14500
Honda,Concerto,1992,Sedan,404321,1590,Petrol,Manual,600
Volvo,V70,2013,Universal,245000,2000,Metan/Propan,Automatic,8900
Volkswagen,Transporter,2005,Minivan,277000,1900,Diesel,Manual,5900
Lexus,CT Series,2015,Hatchback,67600,1800,Hybrid,Automatic,13200
Mercedes,C Class,2019,Sedan,24000,2000,Diesel,Automatic,32900
BMW,X7,2020,SUV,6700,2993,Diesel,Automatic,96000
GAZ,3110,1998,Sedan,700000,2400,Petrol,Manual,1000
Rover,400 Series,1997,Sedan,220000,1600,Metan/Propan,Automatic,1490
Volkswagen,Caddy,1999,Minivan,284000,1900,Diesel,Manual,1500
Mazda,323,2000,Hatchback,16000,1600,Petrol,Manual,2000
KIA,Sportage,2011,Crossover,147500,2000,Petrol,Automatic,11300
BMW,5 Series,1998,Sedan,267000,2000,Petrol,Manual,1750
Renault,Kadjar,2016,Crossover,136000,1500,Diesel,Automatic,13750
Renault,Megane,2004,Universal,301000,1500,Diesel,Manual,2950
Volkswagen,Passat,2004,Universal,268442,1900,Diesel,Manual,5000
Dacia,Logan,2012,Sedan,29000,1200,Petrol,Manual,2700
Volkswagen,Touran,2018,Minivan,345,2000,Diesel,Manual,15000
Volkswagen,Touran,2018,Minivan,353,2000,Diesel,Manual,15000
Volkswagen,Golf,2005,Hatchback,280000,1400,Petrol,Manual,3750
Mercedes,GLK Class,2013,Coupe,140000,2200,Diesel,Automatic,21500
Moskvich / Izh,2140,1984,Sedan,28000,1500,Petrol,Manual,500
Ford,S-Max,2007,Minivan,0,2000,Petrol,Manual,2700
Peugeot,Expert,2002,Combi,300000,1900,Diesel,Manual,2150
Skoda,Octavia,2010,Universal,201800,1200,Petrol,Manual,5500
Toyota,Yaris,2012,Hatchback,133987,100,Petrol,Manual,5500
Volvo,S60,2002,Sedan,65329,240,Diesel,Manual,4800
Fiat,500,2015,Hatchback,84000,1400,Petrol,Automatic,7999
BMW,7 Series,1996,Sedan,1,2800,Petrol,Automatic,5499
Opel,Astra,2012,Universal,213000,1300,Diesel,Manual,6000
Peugeot,206,2004,Universal,310767,1400,Diesel,Manual,2500
Renault,Grand Scenic,2013,Minivan,169464,110,Diesel,Automatic,7200
Renault,Espace,1992,Minivan,12345,200,Metan/Propan,Manual,700
Ford,Mondeo,2004,Sedan,260000,2000,Diesel,Manual,3500
Opel,Kadett,1991,Universal,0,1700,Diesel,Manual,1000
Volkswagen,Passat,2006,Universal,250000,200,Diesel,Manual,3300
Toyota,Auris,2010,Sedan,200,1400,Diesel,Manual,7300
Skoda,Superb,2010,Sedan,220000,1400,Petrol,Manual,7200
Opel,Vectra,1991,Sedan,111111,1400,Petrol,Manual,1150
Audi,80,1989,Hatchback,250000,1800,Petrol,Manual,800
BMW,7 Series,2007,Sedan,250000,3000,Diesel,Automatic,6900
Honda,CR-V,2014,Crossover,187000,200,Petrol,Manual,16000
Mercedes,E Class,2014,Sedan,140343,2500,Diesel,Automatic,23900
Volvo,XC90,2016,Crossover,199000,2000,Diesel,Automatic,26990
Renault,Grand Scenic,2015,Minivan,158000,1500,Diesel,Automatic,7990
Toyota,Auris,2013,Hatchback,149000,1800,Hybrid,Automatic,8990
Mercedes,M Class,2008,SUV,256854,3200,Diesel,Automatic,7400
Volkswagen,Passat,2001,Universal,380,1896,Diesel,Manual,1300
Chevrolet,Tacuma,2005,Minivan,100000,1600,Metan/Propan,Manual,2400
Chevrolet,Trax,2018,Crossover,33000,1800,Petrol,Automatic,13750
Renault,Captur,2016,Crossover,106000,1500,Diesel,Automatic,8200
Toyota,Corolla Verso,2006,Universal,200000,1600,Metan/Propan,Manual,6200
Renault,Captur,2016,Crossover,106000,1500,Diesel,Automatic,8200
Opel,Astra,2006,Universal,220000,1248,Diesel,Manual,3900
Mazda,3,2005,Hatchback,160000,1600,Petrol,Manual,4200
Toyota,Auris,2015,Universal,168000,1800,Hybrid,Automatic,12490
Vaz,2109,1997,Sedan,140000,1500,Petrol,Manual,1050
Mercedes,A Class,2002,Hatchback,240000,1700,Diesel,Automatic,1000
BMW,7 Series,2013,Sedan,63000,3000,Petrol,Automatic,25000
Mercedes,V Class,2015,Microvan,38000,2000,Petrol,Automatic,15900
Skoda,Octavia,2013,Universal,181000,1798,Petrol,Automatic,10990
Volkswagen,Touran,2005,Universal,200500,2000,Petrol,Manual,3500
Volkswagen,Golf,1992,Hatchback,222222,1800,Metan/Propan,Manual,1500
Opel,Grandland X,2017,Crossover,26000,1200,Petrol,Manual,12690
Skoda,Fabia,2006,Sedan,300000,1200,Petrol,Manual,2400
Dacia,Logan Mcv,2016,Universal,116000,1500,Diesel,Manual,7990
Renault,Scenic,2013,Hatchback,176000,1500,Diesel,Manual,8490
Audi,A4,2004,Sedan,444,1900,Diesel,Manual,2000
Opel,Combo,1996,Minivan,220,1600,Petrol,Manual,15000
Vaz,2107,2008,Sedan,10,1600,Petrol,Manual,1800
Mazda,626,1993,Sedan,300,2000,Petrol,Manual,1350
Opel,Vectra,1993,Sedan,300000,1800,Petrol,Manual,900
Chevrolet,Trax,2018,Crossover,33000,1800,Petrol,Automatic,13750
Vaz,2106,1988,Sedan,140000,1300,Petrol,Manual,1900
Mitsubishi,Pajero Sport,2004,SUV,286000,2500,Diesel,Manual,5699
Volkswagen,Gol,2012,Hatchback,170850,2000,Diesel,Manual,10700
Mercedes,S Class,2000,Sedan,240000,298,Petrol,Automatic,4800
Skoda,Octavia,2000,Hatchback,123456,1900,Diesel,Manual,2000
Dacia,Logan Mcv,2008,Universal,123456,1500,Diesel,Manual,2000
Mercedes,E Class,2000,Sedan,123456,2200,Diesel,Automatic,2500
Volkswagen,Polo,2003,Hatchback,123456,1400,Diesel,Manual,1900
Renault,Twingo,2001,Coupe,200000,1150,Petrol,Automatic,35000
Hyundai,Creta,2017,SUV,45000,1600,Petrol,Automatic,14450
Suzuki,Vitara,2017,SUV,37000,1600,Petrol,Automatic,14650
Chrysler,Voyager,1996,Minivan,240000,2000,Petrol,Manual,2000
BMW,X5,2015,Crossover,179000,2500,Diesel,Automatic,29299
Volkswagen,Passat,2006,Universal,264586,2000,Diesel,Automatic,5600
Mercedes,C Class,2010,Sedan,199000,1800,Petrol,Automatic,9990
Renault,Megane,2008,Universal,22222,1500,Diesel,Manual,2500
Audi,100,1989,Sedan,1111,2300,Metan/Propan,Manual,1250
Renault,Grand Scenic,2008,Universal,1111,1500,Diesel,Manual,2500
BMW,3 Series,2007,Sedan,158000,2000,Petrol,Automatic,7600
Ford,Focus,2016,Universal,186000,1499,Diesel,Manual,8100
Nissan,Patrol,1999,SUV,33700,2800,Diesel,Manual,11500
Mercedes,S Class,1999,Sedan,2900000,3200,Metan/Propan,Automatic,5600
Mercedes,M Class,2003,SUV,1,2700,Diesel,Automatic,3700
Audi,A7,2012,Hatchback,214000,2999,Diesel,Automatic,18500
Volkswagen,Transporter,2003,Minivan,271854,1900,Diesel,Manual,5550
Vaz,2105,1982,Sedan,48470,1300,Petrol,Manual,300
Mercedes,E Class,2015,Sedan,1,1991,Metan/Propan,Automatic,16500
Toyota,Corolla,2011,Sedan,219000,1400,Diesel,Manual,7999
Volkswagen,Golf,2013,Universal,184000,1400,Petrol,Manual,7490
Volkswagen,Golf,2003,Hatchback,2000,1900,Diesel,Manual,1650
Lincoln,MKZ,2014,Sedan,128000,2000,Hybrid,Automatic,13990
Nissan,Rogue,2017,Crossover,17000,2000,Petrol,Automatic,14990
Renault,Grand Scenic,2014,Minivan,192000,1500,Diesel,Manual,8790
Toyota,Corolla,2003,Sedan,160000,1400,Petrol,Manual,3500
Chevrolet,Trax,2018,Crossover,33000,1800,Petrol,Automatic,13750
Hyundai,Tucson,2017,Crossover,145000,2000,Diesel,Automatic,19450
Nissan,Qashqai,2012,SUV,94000,2000,Petrol,Automatic,11650
Volkswagen,Passat,2004,Universal,30000,1900,Diesel,Manual,4900
Ford,Ranger,2017,Pickup,118000,3200,Diesel,Automatic,29990
Mercedes,E Class,2011,Sedan,337000,2200,Diesel,Automatic,9500
Toyota,Verso,2014,Crossover,130000,1600,Diesel,Manual,13200
Nissan,Maxima,2001,Sedan,245908,1998,Petrol,Manual,3050
Suzuki,Swift,1992,Hatchback,20023,1000,Petrol,Automatic,700
Volkswagen,Jetta,2014,Crossover,1,1800,Petrol,Automatic,7000
Dacia,Duster,2016,Crossover,162000,1500,Diesel,Manual,9990
Opel,Vectra,1992,Sedan,11111,2000,Petrol,Manual,1500
Toyota,Avensis,2012,Universal,212000,2200,Diesel,Automatic,12490
Mazda,2,2004,Sedan,216000,1242,Petrol,Manual,2800
Opel,Astra,2008,Universal,1111,1111,Diesel,Manual,2400
Skoda,Octavia,2009,Universal,234555,1400,Petrol,Manual,5600
Volkswagen,Caddy,2009,Universal,145000,1600,Metan/Propan,Manual,6999
Citroen,C4 Picasso,2007,Minivan,255000,1580,Diesel,Automatic,2600
Volkswagen,Transporter,1996,Universal,100,1900,Diesel,Manual,3000
Lexus,RX Series,2012,SUV,271000,3500,Hybrid,Automatic,23500
Mercedes,E Class,2014,Universal,203458,2143,Diesel,Automatic,18500
Volkswagen,Transporter,1994,Minivan,400000,2400,Diesel,Manual,2200
Audi,A4,2008,Universal,165000,1800,Petrol,Manual,9500
Dacia,Sandero,2009,Hatchback,247000,1400,Petrol,Manual,3000
Toyota,Auris,2011,Hatchback,259000,1400,Diesel,Manual,6500
Opel,Insignia,2013,Universal,250000,2000,Diesel,Manual,8500
Dacia,Logan,2012,Sedan,190000,1200,Petrol,Manual,2750
Honda,Civic,2008,Sedan,219508,1300,Hybrid,Automatic,4600
Hyundai,Elantra,2008,Sedan,240000,1600,Petrol,Manual,4500
Dacia,Duster,2011,SUV,186000,1600,Petrol,Manual,7000
Dacia,Logan,2011,Sedan,180000,1200,Metan/Propan,Manual,2700
Dacia,Duster,2010,Crossover,114000,1600,Petrol,Manual,6000
Renault,Clio Symbol,2011,Sedan,130000,1200,Petrol,Manual,4000
BMW,5 Series,2006,Sedan,300000,2000,Diesel,Manual,8500
Dacia,Logan,2007,Sedan,200000,1400,Metan/Propan,Manual,2600
Mitsubishi,Grandis,2007,Minivan,289000,2400,Metan/Propan,Automatic,5500
Vaz,2109,1995,Hatchback,50000,1300,Petrol,Manual,1100
Skoda,Octavia,2011,Universal,300000,1200,Petrol,Manual,5500
Mitsubishi,Colt,2012,Hatchback,172345,1200,Petrol,Manual,3700
BMW,5 Series,2007,Sedan,300000,2000,Diesel,Automatic,9000
Volkswagen,Tiguan,2012,Crossover,180000,2000,Diesel,Manual,17000
Volkswagen,Golf,1999,Universal,280000,1900,Diesel,Manual,3750
Land Rover,Discovery,2007,SUV,1,2700,Diesel,Automatic,12900
Vaz,2106,1999,Sedan,200000,1500,Petrol,Manual,800
Mercedes,B Class,2009,Hatchback,250000,2000,Diesel,Manual,5800
Honda,CR-V,2007,Crossover,193123,2200,Diesel,Manual,9999
Honda,CR-V,2010,Crossover,168000,2200,Diesel,Manual,13000
Mercedes,M Class,2003,SUV,459000,2700,Diesel,Automatic,7000
Mercedes,E Class,2016,Sedan,50000,1950,Diesel,Automatic,29500
Mercedes,B Class,2019,Microvan,41000,1460,Diesel,Automatic,24600
Volkswagen,Passat,2006,Sedan,265000,200,Petrol,Automatic,4400
Volkswagen,Passat,2004,Sedan,111111,1800,Petrol,Automatic,4000
Renault,Scenic,2004,Hatchback,220000,1500,Diesel,Manual,3200
Lexus,RX Series,2010,SUV,205000,3500,Hybrid,Automatic,19500
Vaz,2121niva,1987,Minivan,11111,1500,Petrol,Manual,1500
Skoda,Fabia,2005,Hatchback,200100,1200,Petrol,Manual,2600
Vaz,2107,2006,Sedan,33500,1500,Petrol,Manual,2000
Volkswagen,Sharan,2004,Minivan,243000,1800,Petrol,Manual,4850
Skoda,Fabia,2004,Combi,300000,1400,Diesel,Manual,4100
Mazda,323,1994,Universal,100000,1600,Petrol,Manual,9000
Daewoo,Tacuma,2003,Hatchback,312600,1600,Metan/Propan,Manual,2600
Skoda,Fabia,2004,Combi,320000,1400,Diesel,Manual,3900
Volkswagen,Jetta,2006,Sedan,181080,2461,Metan/Propan,Manual,5555
Volkswagen,Passat,1996,Universal,302000,1900,Diesel,Manual,3499
Audi,A6,1999,Sedan,270000,2400,Metan/Propan,Manual,3800
Ssangyong,Korando,2000,Minivan,250000,2900,Diesel,Manual,3000
Citroen,Jumpy,1999,Combi,380000,1900,Diesel,Manual,2000
BMW,X3,2006,Universal,192000,200,Petrol,Manual,7600
Renault,Kadjar,2015,Crossover,167000,1500,Diesel,Manual,11800
Seat,Ibiza,2006,Hatchback,30000,1400,Diesel,Manual,2800
BMW,3 Series,2013,Sedan,225000,1995,Petrol,Automatic,9500
BMW,X5,2001,SUV,311133,3000,Metan/Propan,Automatic,8500
Isuzu,Trooper,2000,SUV,12,300,Diesel,Manual,2000
Nissan,X-Trail,2003,Crossover,240000,2000,Metan/Propan,Manual,4950
Mercedes,E Class,1997,Sedan,280000,2200,Diesel,Automatic,1800
Ford,Fiesta,2015,Hatchback,17150,1000,Petrol,Automatic,7800
Audi,A6,2005,Universal,1,2500,Diesel,Automatic,1700
Ford,Focus,2000,Universal,9999999,1800,Diesel,Manual,1500
Chevrolet,Malibu,2018,Sedan,36000,1500,Petrol,Automatic,14999
Daewoo,Tacuma,2002,Minivan,10000,200,Metan/Propan,Manual,2400
Volkswagen,Golf,2004,Hatchback,210000,1400,Petrol,Manual,5150
BMW,5 Series,2000,Sedan,32000,2793,Petrol,Manual,9500
Toyota,Avensis,2007,Sedan,237450,1800,Metan/Propan,Manual,6600
Nissan,Qashqai,2015,Crossover,235000,1500,Diesel,Manual,11500
Jeep,Grand Cherokee,1996,SUV,225000,4000,Metan/Propan,Automatic,3550
Dacia,Logan,2007,Sedan,247500,1461,Diesel,Manual,3450
Volkswagen,Golf,2000,Coupe,200000,2000,Metan/Propan,Automatic,2900
Lexus,CT Series,2011,Hatchback,68400,1800,Hybrid,Automatic,11000
BMW,5 Series,1991,Sedan,504519,200,Petrol,Manual,1850
Renault,Megane,2004,Universal,329000,1500,Diesel,Manual,3199
Hyundai,Santa FE,2007,Crossover,260700,2200,Diesel,Manual,8400
Chevrolet,Kalos,2005,Hatchback,214000,1400,Petrol,Manual,2700
BMW,7 Series,1999,Sedan,2680000,3500,Metan/Propan,Automatic,2999
Infiniti,Altele,2002,Sedan,6000,200,Metan/Propan,Automatic,1300
Infiniti,Altele,2002,Sedan,6000,200,Metan/Propan,Automatic,1300
Vaz,2107,2003,Sedan,98940,1451,Petrol,Manual,1100
Dacia,Duster,2011,SUV,166223,1500,Diesel,Manual,7300
Volkswagen,Caddy,2013,Combi,234000,1600,Diesel,Manual,6500
Audi,Q7,2015,SUV,43000,3000,Petrol,Automatic,26500
Toyota,Avensis,2007,Sedan,305000,2200,Diesel,Manual,7450
Porsche,Cayenne,2012,Crossover,234200,3000,Diesel,Automatic,34500
Opel,Astra,1996,Universal,100000,1600,Petrol,Manual,1100
Volkswagen,Transporter,2006,Universal,400000,1900,Diesel,Manual,8000
Skoda,Octavia,2005,Minivan,185000,1600,Petrol,Manual,5299
Volkswagen,Passat,2004,Universal,270000,1800,Petrol,Manual,5000
Skoda,Fabia,2012,Combi,153280,1200,Diesel,Manual,5220
Volkswagen,Jetta,1989,Sedan,111111,1600,Petrol,Manual,500
Mercedes,B Class,2007,Hatchback,200,2000,Diesel,Automatic,2500
Toyota,Avensis,2000,Sedan,200,1800,Metan/Propan,Manual,3500
Skoda,Fabia,2010,Universal,170000,1200,Diesel,Manual,4800
Volkswagen,Passat,1992,Sedan,22222222,180,Petrol,Manual,15000
Opel,Zafira,2003,Minivan,280,200,Diesel,Manual,5000
Audi,A6,2006,Sedan,158000,1996,Petrol,Automatic,7300
Dacia,Sandero,2010,Hatchback,99200,1200,Petrol,Manual,4399
Dacia,Logan,2012,Sedan,1111111,1200,Petrol,Manual,2000
Opel,Astra,1993,Hatchback,301300,1600,Petrol,Manual,900
Vaz,2108,1995,Hatchback,1000,1500,Petrol,Manual,300
Audi,A6,1995,Sedan,257000,2000,Petrol,Manual,800
Audi,A6,2013,Sedan,127000,2000,Petrol,Automatic,14500
Mercedes,Viano,2012,Microvan,220000,2200,Diesel,Automatic,19500
Mercedes,S Class,2003,Sedan,11111,3724,Metan/Propan,Automatic,7700
Ssangyong,Actyon,2016,Crossover,84000,2000,Metan/Propan,Automatic,9800
Peugeot,207,2013,Universal,86000,1397,Petrol,Manual,5999
Mercedes,E Class,2000,Sedan,350000,2200,Diesel,Automatic,4700
Audi,100,1992,Minivan,30422,200,Petrol,Manual,2000
Opel,Astra,2005,Universal,245000,1400,Petrol,Manual,3000
Opel,Astra,1999,Universal,210000,1600,Metan/Propan,Manual,2600
Volkswagen,Caddy,2005,Minivan,200000,2000,Diesel,Manual,3200
Renault,Espace,2016,Minivan,179000,1600,Diesel,Automatic,15300
Toyota,Auris,2011,Hatchback,160000,1800,Hybrid,Automatic,8200
Audi,A4,2001,Sedan,300000,2500,Diesel,Manual,2000
Opel,Tigra,1996,Coupe,324000,1400,Petrol,Manual,1400
Ford,Focus,2004,Universal,234800,1600,Metan/Propan,Manual,2550
Mercedes,Vito,2000,Minivan,250000,2200,Diesel,Manual,4500
Renault,Megane,2010,Universal,189000,1500,Diesel,Manual,5699
Renault,Megane,2010,Universal,1,1500,Diesel,Manual,6099
Renault,Scenic,2012,Universal,1,1500,Diesel,Manual,6900
BMW,3 Series,1986,Sedan,1,2400,Diesel,Manual,1000
Renault,Scenic,2010,Universal,180000,1500,Diesel,Automatic,6200
Peugeot,807,2006,Minivan,352000,2200,Diesel,Manual,3500
Chery,Qq,2008,Hatchback,85000,800,Metan/Propan,Manual,2100
Volkswagen,Passat,1993,Universal,230000,1800,Metan/Propan,Manual,1650
Toyota,Corolla,2005,Hatchback,150000,2000,Diesel,Manual,3300
BMW,X5,2004,Crossover,263500,3000,Diesel,Automatic,12000
